name,iso_country,iso_region,municipality,iata_code,region,country_name
Winkler County Airport,US,US-TX,Wink,INK,Texas,United States of America
Falls International Airport,US,US-MN,International Falls,INL,Minnesota,United States of America
Smith Reynolds Airport,US,US-NC,Winston Salem,INT,North Carolina,United States of America
Winslow Lindbergh Regional Airport,US,US-AZ,Winslow,INW,Arizona,United States of America
Imperial County Airport,US,US-CA,Imperial,IPL,California,United States of America
Williamsport Regional Airport,US,US-PA,Williamsport,IPT,Pennsylvania,United States of America
Kirksville Regional Airport,US,US-MO,Kirksville,IRK,Missouri,United States of America
Kissimmee Gateway Airport,US,US-FL,Orlando,ISM,Florida,United States of America
Sloulin Field International Airport,US,US-ND,Williston,ISN,North Dakota,United States of America
Kinston Regional Jetport At Stallings Field,US,US-NC,Kinston,ISO,North Carolina,United States of America
Long Island Mac Arthur Airport,US,US-NY,Islip,ISP,New York,United States of America
Ithaca Tompkins Regional Airport,US,US-NY,Ithaca,ITH,New York,United States of America
Phoenix-Mesa-Gateway Airport,US,US-AZ,Phoenix,AZA,Arizona,United States of America
Jackson Hole Airport,US,US-WY,Jackson,JAC,Wyoming,United States of America
Jackson-Medgar Wiley Evers International Airport,US,US-MS,Jackson,JAN,Mississippi,United States of America
Jacksonville International Airport,US,US-FL,Jacksonville,JAX,Florida,United States of America
Jonesboro Municipal Airport,US,US-AR,Jonesboro,JBR,Arkansas,United States of America
Kimble County Airport,US,US-TX,Junction,JCT,Texas,United States of America
John F Kennedy International Airport,US,US-NY,New York,JFK,New York,United States of America
Chautauqua County-Jamestown Airport,US,US-NY,Jamestown,JHW,New York,United States of America
Joplin Regional Airport,US,US-MO,Joplin,JLN,Missouri,United States of America
Jamestown Regional Airport,US,US-ND,Jamestown,JMS,North Dakota,United States of America
John Murtha Johnstown Cambria County Airport,US,US-PA,Johnstown,JST,Pennsylvania,United States of America
Jackson County Reynolds Field,US,US-MI,Jackson,JXN,Michigan,United States of America
Southwest Washington Regional Airport,US,US-WA,Kelso,KLS,Washington,United States of America
Purdue University Airport,US,US-IN,Lafayette,LAF,Indiana,United States of America
Lakeland Linder International Airport,US,US-FL,Lakeland,LAL,Florida,United States of America
Capital City Airport,US,US-MI,Lansing,LAN,Michigan,United States of America
Laramie Regional Airport,US,US-WY,Laramie,LAR,Wyoming,United States of America
McCarran International Airport,US,US-NV,Las Vegas,LAS,Nevada,United States of America
Lawton Fort Sill Regional Airport,US,US-OK,Lawton,LAW,Oklahoma,United States of America
Los Angeles International Airport,US,US-CA,Los Angeles,LAX,California,United States of America
Lubbock Preston Smith International Airport,US,US-TX,Lubbock,LBB,Texas,United States of America
Arnold Palmer Regional Airport,US,US-PA,Latrobe,LBE,Pennsylvania,United States of America
North Platte Regional Airport Lee Bird Field,US,US-NE,North Platte,LBF,Nebraska,United States of America
Liberal Mid-America Regional Airport,US,US-KS,Liberal,LBL,Kansas,United States of America
Lumberton Regional Airport,US,US-NC,Lumberton,LBT,North Carolina,United States of America
Texas Gulf Coast Regional Airport,US,US-TX,Angleton/Lake Jackson,LJN,Texas,United States of America
Lake Charles Regional Airport,US,US-LA,Lake Charles,LCH,Louisiana,United States of America
Rickenbacker International Airport,US,US-OH,Columbus,LCK,Ohio,United States of America
Lebanon Municipal Airport,US,US-NH,Lebanon,LEB,New Hampshire,United States of America
Leesburg International Airport,US,US-FL,Leesburg,LEE,Florida,United States of America
Blue Grass Airport,US,US-KY,Lexington,LEX,Kentucky,United States of America
Langley Air Force Base,US,US-VA,Hampton,LFI,Virginia,United States of America
Angelina County Airport,US,US-TX,Lufkin,LFK,Texas,United States of America
Lafayette Regional Airport,US,US-LA,Lafayette,LFT,Louisiana,United States of America
La Guardia Airport,US,US-NY,New York,LGA,New York,United States of America
Long Beach /Daugherty Field/ Airport,US,US-CA,Long Beach,LGB,California,United States of America
Logan-Cache Airport,US,US-UT,Logan,LGU,Utah,United States of America
Bill & Hillary Clinton National Airport/Adams Field,US,US-AR,Little Rock,LIT,Arkansas,United States of America
Crater Lake-Klamath Regional Airport,US,US-OR,Klamath Falls,LMT,Oregon,United States of America
Hunt Field,US,US-WY,Lander,LND,Wyoming,United States of America
Lincoln Airport,US,US-NE,Lincoln,LNK,Nebraska,United States of America
Lancaster Airport,US,US-PA,Lancaster,LNS,Pennsylvania,United States of America
Derby Field,US,US-NV,Lovelock,LOL,Nevada,United States of America
Bowman Field,US,US-KY,Louisville,LOU,Kentucky,United States of America
London-Corbin Airport/Magee Field,US,US-KY,London,LOZ,Kentucky,United States of America
Laredo International Airport,US,US-TX,Laredo,LRD,Texas,United States of America
Little Rock Air Force Base,US,US-AR,Jacksonville,LRF,Arkansas,United States of America
Las Cruces International Airport,US,US-NM,Las Cruces,LRU,New Mexico,United States of America
La Crosse Municipal Airport,US,US-WI,La Crosse,LSE,Wisconsin,United States of America
Lawson Army Air Field (Fort Benning),US,US-GA,Fort Benning(Columbus),LSF,Georgia,United States of America
Nellis Air Force Base,US,US-NV,Las Vegas,LSV,Nevada,United States of America
Altus Air Force Base,US,US-OK,Altus,LTS,Oklahoma,United States of America
Luke Air Force Base,US,US-AZ,Glendale,LUF,Arizona,United States of America
Cincinnati Municipal Airport Lunken Field,US,US-OH,Cincinnati,LUK,Ohio,United States of America
Mission Field,US,US-MT,Livingston,LVM,Montana,United States of America
Las Vegas Municipal Airport,US,US-NM,Las Vegas,LVS,New Mexico,United States of America
Greenbrier Valley Airport,US,US-WV,Lewisburg,LWB,West Virginia,United States of America
Lawrence Municipal Airport,US,US-MA,Lawrence,LWM,Massachusetts,United States of America
Lewiston Nez Perce County Airport,US,US-ID,Lewiston,LWS,Idaho,United States of America
Lewistown Municipal Airport,US,US-MT,Lewistown,LWT,Montana,United States of America
Lynchburg Regional Preston Glenn Field,US,US-VA,Lynchburg,LYH,Virginia,United States of America
Midland International Airport,US,US-TX,Midland,MAF,Texas,United States of America
Mobridge Municipal Airport,US,US-SD,Mobridge,MBG,South Dakota,United States of America
MBS International Airport,US,US-MI,Saginaw,MBS,Michigan,United States of America
Mc Comb/Pike County Airport/John E Lewis Field,US,US-MS,Mc Comb,MCB,Mississippi,United States of America
Mc Clellan Airfield,US,US-CA,Sacramento,MCC,California,United States of America
Merced Regional Macready Field,US,US-CA,Merced,MCE,California,United States of America
Mac Dill Air Force Base,US,US-FL,Tampa,MCF,Florida,United States of America
Kansas City International Airport,US,US-MO,Kansas City,MCI,Missouri,United States of America
Mc Cook Ben Nelson Regional Airport,US,US-NE,Mc Cook,MCK,Nebraska,United States of America
Middle Georgia Regional Airport,US,US-GA,Macon,MCN,Georgia,United States of America
Orlando International Airport,US,US-FL,Orlando,MCO,Florida,United States of America
Mason City Municipal Airport,US,US-IA,Mason City,MCW,Iowa,United States of America
Southern Illinois Airport,US,US-IL,Carbondale/Murphysboro,MDH,Illinois,United States of America
Harrisburg International Airport,US,US-PA,Harrisburg,MDT,Pennsylvania,United States of America
Chicago Midway International Airport,US,US-IL,Chicago,MDW,Illinois,United States of America
Key Field,US,US-MS,Meridian,MEI,Mississippi,United States of America
Memphis International Airport,US,US-TN,Memphis,MEM,Tennessee,United States of America
Castle Airport,US,US-CA,Merced,MER,California,United States of America
Mansfield Lahm Regional Airport,US,US-OH,Mansfield,MFD,Ohio,United States of America
Mc Allen Miller International Airport,US,US-TX,Mc Allen,MFE,Texas,United States of America
Rogue Valley International Medford Airport,US,US-OR,Medford,MFR,Oregon,United States of America
Dobbins Air Reserve Base,US,US-GA,Marietta,MGE,Georgia,United States of America
Montgomery Regional (Dannelly Field) Airport,US,US-AL,Montgomery,MGM,Alabama,United States of America
Morgantown Municipal Walter L. Bill Hart Field,US,US-WV,Morgantown,MGW,West Virginia,United States of America
Manhattan Regional Airport,US,US-KS,Manhattan,MHK,Kansas,United States of America
Sacramento Mather Airport,US,US-CA,Sacramento,MHR,California,United States of America
Manchester-Boston Regional Airport,US,US-NH,Manchester,MHT,New Hampshire,United States of America
Miami International Airport,US,US-FL,Miami,MIA,Florida,United States of America
Minot Air Force Base,US,US-ND,Minot,MIB,North Dakota,United States of America
Delaware County Johnson Field,US,US-IN,Muncie,MIE,Indiana,United States of America
Millville Municipal Airport,US,US-NJ,Millville,MIV,New Jersey,United States of America
Charles B. Wheeler Downtown Airport,US,US-MO,Kansas City,MKC,Missouri,United States of America
General Mitchell International Airport,US,US-WI,Milwaukee,MKE,Wisconsin,United States of America
Muskegon County Airport,US,US-MI,Muskegon,MKG,Michigan,United States of America
McKellar-Sipes Regional Airport,US,US-TN,Jackson,MKL,Tennessee,United States of America
Melbourne International Airport,US,US-FL,Melbourne,MLB,Florida,United States of America
Mc Alester Regional Airport,US,US-OK,Mc Alester,MLC,Oklahoma,United States of America
Quad City International Airport,US,US-IL,Moline,MLI,Illinois,United States of America
Frank Wiley Field,US,US-MT,Miles City,MLS,Montana,United States of America
Monroe Regional Airport,US,US-LA,Monroe,MLU,Louisiana,United States of America
Mc Entire Joint National Guard Base,US,US-SC,Eastover,MMT,South Carolina,United States of America
Morristown Municipal Airport,US,US-NJ,Morristown,MMU,New Jersey,United States of America
Mobile Regional Airport,US,US-AL,Mobile,MOB,Alabama,United States of America
Modesto City Co-Harry Sham Field,US,US-CA,Modesto,MOD,California,United States of America
Minot International Airport,US,US-ND,Minot,MOT,North Dakota,United States of America
Edward F Knapp State Airport,US,US-VT,Barre/Montpelier,MPV,Vermont,United States of America
Smyrna Airport,US,US-TN,Smyrna,MQY,Tennessee,United States of America
Eastern WV Regional Airport/Shepherd Field,US,US-WV,Martinsburg,MRB,West Virginia,United States of America
Monterey Peninsula Airport,US,US-CA,Monterey,MRY,California,United States of America
Northwest Alabama Regional Airport,US,US-AL,Muscle Shoals,MSL,Alabama,United States of America
Dane County Regional Truax Field,US,US-WI,Madison,MSN,Wisconsin,United States of America
Missoula International Airport,US,US-MT,Missoula,MSO,Montana,United States of America
Minneapolis-St Paul International/Wold-Chamberlain Airport,US,US-MN,Minneapolis,MSP,Minnesota,United States of America
Massena International Richards Field,US,US-NY,Massena,MSS,New York,United States of America
Louis Armstrong New Orleans International Airport,US,US-LA,New Orleans,MSY,Louisiana,United States of America
Selfridge Air National Guard Base Airport,US,US-MI,Mount Clemens,MTC,Michigan,United States of America
The Florida Keys Marathon Airport,US,US-FL,Marathon,MTH,Florida,United States of America
Montrose Regional Airport,US,US-CO,Montrose,MTJ,Colorado,United States of America
Martin State Airport,US,US-MD,Baltimore,MTN,Maryland,United States of America
Muir Army Air Field (Fort Indiantown Gap) Airport,US,US-PA,Fort Indiantown Gap(Annville),MUI,Pennsylvania,United States of America
Mountain Home Air Force Base,US,US-ID,Mountain Home,MUO,Idaho,United States of America
Grant County International Airport,US,US-WA,Moses Lake,MWH,Washington,United States of America
Maxwell Air Force Base,US,US-AL,Montgomery,MXF,Alabama,United States of America
McCall Municipal Airport,US,US-ID,McCall,MYL,Idaho,United States of America
Myrtle Beach International Airport,US,US-SC,Myrtle Beach,MYR,South Carolina,United States of America
Yuba County Airport,US,US-CA,Marysville,MYV,California,United States of America
New Orleans NAS JRB/Alvin Callender Field,US,US-LA,New Orleans,NBG,Louisiana,United States of America
Lakehurst Maxfield Field Airport,US,US-NJ,Lakehurst,NEL,New Jersey,United States of America
Lakefront Airport,US,US-LA,New Orleans,NEW,Louisiana,United States of America
Fallon Naval Air Station,US,US-NV,Fallon,NFL,Nevada,United States of America
NAS Fort Worth JRB/Carswell Field,US,US-TX,Fort Worth,FWH,Texas,United States of America
Norfolk Naval Station (Chambers Field),US,US-VA,Norfolk,NGU,Virginia,United States of America
Patuxent River Naval Air Station (Trapnell Field),US,US-MD,Patuxent River,NHK,Maryland,United States of America
Brunswick Executive Airport,US,US-ME,Brunswick,NHZ,Maine,United States of America
Jacksonville Naval Air Station (Towers Field),US,US-FL,Jacksonville,NIP,Florida,United States of America
El Centro NAF Airport (Vraciu Field),US,US-CA,El Centro,NJK,California,United States of America
Miramar Marine Corps Air Station - Mitscher Field,US,US-CA,San Diego,NKX,California,United States of America
Lemoore Naval Air Station (Reeves Field) Airport,US,US-CA,Lemoore,NLC,California,United States of America
Pensacola Naval Air Station/Forrest Sherman Field,US,US-FL,Pensacola,NPA,Florida,United States of America
Millington-Memphis Airport,US,US-TN,Millington,NQA,Tennessee,United States of America
Kingsville Naval Air Station,US,US-TX,Kingsville,NQI,Texas,United States of America
Naval Air Station Key West/Boca Chica Field,US,US-FL,Key West,NQX,Florida,United States of America
Naval Station Mayport (Admiral David L. Mcdonald Field),US,US-FL,Mayport,NRB,Florida,United States of America
Whiting Field Naval Air Station - North,US,US-FL,Milton,NSE,Florida,United States of America
Point Mugu Naval Air Station (Naval Base Ventura Co),US,US-CA,Point Mugu,NTD,California,United States of America
Oceana Naval Air Station,US,US-VA,Virginia Beach,NTU,Virginia,United States of America
Moffett Federal Airfield,US,US-CA,Mountain View,NUQ,California,United States of America
Whidbey Island Naval Air Station (Ault Field),US,US-WA,Oak Harbor,NUW,Washington,United States of America
Yuma MCAS/Yuma International Airport,US,US-AZ,Yuma,YUM,Arizona,United States of America
North Island Naval Air Station-Halsey Field,US,US-CA,San Diego,NZY,California,United States of America
Albert J Ellis Airport,US,US-NC,Jacksonville,OAJ,North Carolina,United States of America
Metropolitan Oakland International Airport,US,US-CA,Oakland,OAK,California,United States of America
Offutt Air Force Base,US,US-NE,Omaha,OFF,Nebraska,United States of America
Karl Stefan Memorial Airport,US,US-NE,Norfolk,OFK,Nebraska,United States of America
Orangeburg Municipal Airport,US,US-SC,Orangeburg,OGB,South Carolina,United States of America
Ogden Hinckley Airport,US,US-UT,Ogden,OGD,Utah,United States of America
Will Rogers World Airport,US,US-OK,Oklahoma City,OKC,Oklahoma,United States of America
L M Clayton Airport,US,US-MT,Wolf Point,OLF,Montana,United States of America
Olympia Regional Airport,US,US-WA,Olympia,OLM,Washington,United States of America
Nogales International Airport,US,US-AZ,Nogales,OLS,Arizona,United States of America
Eppley Airfield,US,US-NE,Omaha,OMA,Nebraska,United States of America
Newport Municipal Airport,US,US-OR,Newport,ONP,Oregon,United States of America
Ontario International Airport,US,US-CA,Ontario,ONT,California,United States of America
Miami-Opa Locka Executive Airport,US,US-FL,Miami,OPF,Florida,United States of America
Quonset State Airport,US,US-RI,North Kingstown,NCO,Rhode Island,United States of America
Chicago O'Hare International Airport,US,US-IL,Chicago,ORD,Illinois,United States of America
Norfolk International Airport,US,US-VA,Norfolk,ORF,Virginia,United States of America
Worcester Regional Airport,US,US-MA,Worcester,ORH,Massachusetts,United States of America
Wittman Regional Airport,US,US-WI,Oshkosh,OSH,Wisconsin,United States of America
The Ohio State University Airport - Don Scott Field,US,US-OH,Columbus,OSU,Ohio,United States of America
Southwest Oregon Regional Airport,US,US-OR,North Bend,OTH,Oregon,United States of America
Ottumwa Regional Airport,US,US-IA,Ottumwa,OTM,Iowa,United States of America
Owensboro Daviess County Airport,US,US-KY,Owensboro,OWB,Kentucky,United States of America
Norwood Memorial Airport,US,US-MA,Norwood,OWD,Massachusetts,United States of America
Oxnard Airport,US,US-CA,Oxnard,OXR,California,United States of America
Cairns AAF (Fort Rucker) Air Field,US,US-AL,Fort Rucker/Ozark,OZR,Alabama,United States of America
Snohomish County (Paine Field) Airport,US,US-WA,Everett,PAE,Washington,United States of America
Barkley Regional Airport,US,US-KY,Paducah,PAH,Kentucky,United States of America
Tyndall Air Force Base,US,US-FL,Panama City,PAM,Florida,United States of America
"Pine Bluff Regional Airport, Grider Field",US,US-AR,Pine Bluff,PBF,Arkansas,United States of America
Plattsburgh International Airport,US,US-NY,Plattsburgh,PBG,New York,United States of America
Palm Beach International Airport,US,US-FL,West Palm Beach,PBI,Florida,United States of America
DeKalb Peachtree Airport,US,US-GA,Atlanta,PDK,Georgia,United States of America
Eastern Oregon Regional At Pendleton Airport,US,US-OR,Pendleton,PDT,Oregon,United States of America
Portland International Airport,US,US-OR,Portland,PDX,Oregon,United States of America
Page Municipal Airport,US,US-AZ,Page,PGA,Arizona,United States of America
Pitt Greenville Airport,US,US-NC,Greenville,PGV,North Carolina,United States of America
Newport News Williamsburg International Airport,US,US-VA,Newport News,PHF,Virginia,United States of America
Philadelphia International Airport,US,US-PA,Philadelphia,PHL,Pennsylvania,United States of America
Phoenix Sky Harbor International Airport,US,US-AZ,Phoenix,PHX,Arizona,United States of America
General Wayne A. Downing Peoria International Airport,US,US-IL,Peoria,PIA,Illinois,United States of America
Hattiesburg Laurel Regional Airport,US,US-MS,Hattiesburg/Laurel,PIB,Mississippi,United States of America
St Petersburg Clearwater International Airport,US,US-FL,St Petersburg-Clearwater,PIE,Florida,United States of America
Pocatello Regional Airport,US,US-ID,Pocatello,PIH,Idaho,United States of America
Pierre Regional Airport,US,US-SD,Pierre,PIR,South Dakota,United States of America
Pittsburgh International Airport,US,US-PA,Pittsburgh,PIT,Pennsylvania,United States of America
Mid Ohio Valley Regional Airport,US,US-WV,Parkersburg,PKB,West Virginia,United States of America
Pellston Regional Airport of Emmet County Airport,US,US-MI,Pellston,PLN,Michigan,United States of America
Palmdale Regional/USAF Plant 42 Airport,US,US-CA,Palmdale,PMD,California,United States of America
Ralph Wenz Field,US,US-WY,Pinedale,PWY,Wyoming,United States of America
Ponca City Regional Airport,US,US-OK,Ponca City,PNC,Oklahoma,United States of America
Northeast Philadelphia Airport,US,US-PA,Philadelphia,PNE,Pennsylvania,United States of America
Pensacola International Airport,US,US-FL,Pensacola,PNS,Florida,United States of America
Pope Field,US,US-NC,Fayetteville,POB,North Carolina,United States of America
Polk Army Air Field,US,US-LA,Fort Polk,POE,Louisiana,United States of America
Dutchess County Airport,US,US-NY,Poughkeepsie,POU,New York,United States of America
Presque Isle International Airport,US,US-ME,Presque Isle,PQI,Maine,United States of America
Paso Robles Municipal Airport,US,US-CA,Paso Robles,PRB,California,United States of America
Prescott Regional Airport - Ernest A. Love Field,US,US-AZ,Prescott,PRC,Arizona,United States of America
Cox Field,US,US-TX,Paris,PRX,Texas,United States of America
Tri Cities Airport,US,US-WA,Pasco,PSC,Washington,United States of America
Portsmouth International at Pease Airport,US,US-NH,Portsmouth,PSM,New Hampshire,United States of America
Palm Springs International Airport,US,US-CA,Palm Springs,PSP,California,United States of America
Oakland County International Airport,US,US-MI,Pontiac,PTK,Michigan,United States of America
Pullman Moscow Regional Airport,US,US-WA,Pullman/Moscow,PUW,Washington,United States of America
Theodore Francis Green State Airport,US,US-RI,Providence,PVD,Rhode Island,United States of America
Provo Municipal Airport,US,US-UT,Provo,PVU,Utah,United States of America
Chicago Executive Airport,US,US-IL,Chicago/Prospect Heights/Wheeling,PWK,Illinois,United States of America
Portland International Jetport,US,US-ME,Portland,PWM,Maine,United States of America
Bremerton National Airport,US,US-WA,Bremerton,PWT,Washington,United States of America
Riverside Municipal Airport,US,US-CA,Riverside,RAL,California,United States of America
Rapid City Regional Airport,US,US-SD,Rapid City,RAP,South Dakota,United States of America
Red Bluff Municipal Airport,US,US-CA,Red Bluff,RBL,California,United States of America
Ellsworth Air Force Base,US,US-SD,Rapid City,RCA,South Dakota,United States of America
Redding Municipal Airport,US,US-CA,Redding,RDD,California,United States of America
Reading Regional Carl A Spaatz Field,US,US-PA,Reading,RDG,Pennsylvania,United States of America
Roberts Field,US,US-OR,Redmond,RDM,Oregon,United States of America
Grand Forks Air Force Base,US,US-ND,Grand Forks,RDR,North Dakota,United States of America
Raleigh Durham International Airport,US,US-NC,Raleigh/Durham,RDU,North Carolina,United States of America
Chicago Rockford International Airport,US,US-IL,Chicago/Rockford,RFD,Illinois,United States of America
Rhinelander Oneida County Airport,US,US-WI,Rhinelander,RHI,Wisconsin,United States of America
Richmond International Airport,US,US-VA,Richmond,RIC,Virginia,United States of America
Garfield County Regional Airport,US,US-CO,Rifle,RIL,Colorado,United States of America
March ARB Airport,US,US-CA,Riverside,RIV,California,United States of America
Riverton Regional Airport,US,US-WY,Riverton,RIW,Wyoming,United States of America
Southwest Wyoming Regional Airport,US,US-WY,Rock Springs,RKS,Wyoming,United States of America
Griffiss International Airport,US,US-NY,Rome,RME,New York,United States of America
Richard B Russell Airport,US,US-GA,Rome,RMG,Georgia,United States of America
Randolph Air Force Base,US,US-TX,Universal City,RND,Texas,United States of America
Reno Tahoe International Airport,US,US-NV,Reno,RNO,Nevada,United States of America
RoanokeâBlacksburg Regional Airport,US,US-VA,Roanoke,ROA,Virginia,United States of America
Greater Rochester International Airport,US,US-NY,Rochester,ROC,New York,United States of America
Roswell Air Center Airport,US,US-NM,Roswell,ROW,New Mexico,United States of America
Russell Municipal Airport,US,US-KS,Russell,RSL,Kansas,United States of America
Rochester International Airport,US,US-MN,Rochester,RST,Minnesota,United States of America
Southwest Florida International Airport,US,US-FL,Fort Myers,RSW,Florida,United States of America
Rutland - Southern Vermont Regional Airport,US,US-VT,Rutland,RUT,Vermont,United States of America
Richard Lloyd Jones Jr Airport,US,US-OK,Tulsa,RVS,Oklahoma,United States of America
Redwood Falls Municipal Airport,US,US-MN,Redwood Falls,RWF,Minnesota,United States of America
Rocky Mount Wilson Regional Airport,US,US-NC,Rocky Mount,RWI,North Carolina,United States of America
Rawlins Municipal Airport/Harvey Field,US,US-WY,Rawlins,RWL,Wyoming,United States of America
Sacramento Executive Airport,US,US-CA,Sacramento,SAC,California,United States of America
Santa Fe Municipal Airport,US,US-NM,Santa Fe,SAF,New Mexico,United States of America
San Diego International Airport,US,US-CA,San Diego,SAN,California,United States of America
San Antonio International Airport,US,US-TX,San Antonio,SAT,Texas,United States of America
Savannah Hilton Head International Airport,US,US-GA,Savannah,SAV,Georgia,United States of America
Sawyer International Airport,US,US-MI,Marquette,MQT,Michigan,United States of America
Santa Barbara Municipal Airport,US,US-CA,Santa Barbara,SBA,California,United States of America
San Bernardino International Airport,US,US-CA,San Bernardino,SBD,California,United States of America
South Bend Regional Airport,US,US-IN,South Bend,SBN,Indiana,United States of America
San Luis County Regional Airport,US,US-CA,San Luis Obispo,SBP,California,United States of America
Salisbury Ocean City Wicomico Regional Airport,US,US-MD,Salisbury,SBY,Maryland,United States of America
Schenectady County Airport,US,US-NY,Schenectady,SCH,New York,United States of America
Stockton Metropolitan Airport,US,US-CA,Stockton,SCK,California,United States of America
Louisville Muhammad Ali International Airport,US,US-KY,Louisville,SDF,Kentucky,United States of America
Brown Field Municipal Airport,US,US-CA,San Diego,SDM,California,United States of America
Sidney - Richland Regional Airport,US,US-MT,Sidney,SDY,Montana,United States of America
Seattle Tacoma International Airport,US,US-WA,Seattle,SEA,Washington,United States of America
Orlando Sanford International Airport,US,US-FL,Orlando,SFB,Florida,United States of America
Felts Field,US,US-WA,Spokane,SFF,Washington,United States of America
San Francisco International Airport,US,US-CA,San Francisco,SFO,California,United States of America
Springfield Branson National Airport,US,US-MO,Springfield,SGF,Missouri,United States of America
Springfield-Beckley Municipal Airport,US,US-OH,Springfield,SGH,Ohio,United States of America
Northeast Florida Regional Airport,US,US-FL,St Augustine,UST,Florida,United States of America
Sugar Land Regional Airport,US,US-TX,Houston,SGR,Texas,United States of America
St George Municipal Airport,US,US-UT,St George,SGU,Utah,United States of America
Sheridan County Airport,US,US-WY,Sheridan,SHR,Wyoming,United States of America
Shreveport Regional Airport,US,US-LA,Shreveport,SHV,Louisiana,United States of America
Norman Y. Mineta San Jose International Airport,US,US-CA,San Jose,SJC,California,United States of America
San Angelo Regional Mathis Field,US,US-TX,San Angelo,SJT,Texas,United States of America
Fairchild Air Force Base,US,US-WA,Spokane,SKA,Washington,United States of America
Lackland Air Force Base,US,US-TX,San Antonio,SKF,Texas,United States of America
Salt Lake City International Airport,US,US-UT,Salt Lake City,SLC,Utah,United States of America
Salem Municipal Airport/McNary Field,US,US-OR,Salem,SLE,Oregon,United States of America
Adirondack Regional Airport,US,US-NY,Saranac Lake,SLK,New York,United States of America
Salina Municipal Airport,US,US-KS,Salina,SLN,Kansas,United States of America
Lake Cumberland Regional Airport,US,US-KY,Somerset,SME,Kentucky,United States of America
Sacramento International Airport,US,US-CA,Sacramento,SMF,California,United States of America
Lemhi County Airport,US,US-ID,Salmon,SMN,Idaho,United States of America
Santa Maria Pub/Capt G Allan Hancock Field,US,US-CA,Santa Maria,SMX,California,United States of America
John Wayne Airport-Orange County Airport,US,US-CA,Santa Ana,SNA,California,United States of America
Salinas Municipal Airport,US,US-CA,Salinas,SNS,California,United States of America
Sidney Municipal-Lloyd W Carr Field,US,US-NE,Sidney,SNY,Nebraska,United States of America
Abraham Lincoln Capital Airport,US,US-IL,Springfield,SPI,Illinois,United States of America
Sheppard Air Force Base-Wichita Falls Municipal Airport,US,US-TX,Wichita Falls,SPS,Texas,United States of America
Sarasota Bradenton International Airport,US,US-FL,Sarasota/Bradenton,SRQ,Florida,United States of America
Sierra Blanca Regional Airport,US,US-NM,Ruidoso,RUI,New Mexico,United States of America
Shaw Air Force Base,US,US-SC,Sumter,SSC,South Carolina,United States of America
Stinson Municipal Airport,US,US-TX,San Antonio,SSF,Texas,United States of America
St Simons Island Airport,US,US-GA,St Simons Island,SSI,Georgia,United States of America
St Cloud Regional Airport,US,US-MN,St Cloud,STC,Minnesota,United States of America
Rosecrans Memorial Airport,US,US-MO,St Joseph,STJ,Missouri,United States of America
St Louis Lambert International Airport,US,US-MO,St Louis,STL,Missouri,United States of America
St Paul Downtown Holman Field,US,US-MN,St Paul,STP,Minnesota,United States of America
Charles M. Schulz Sonoma County Airport,US,US-CA,Santa Rosa,STS,California,United States of America
Friedman Memorial Airport,US,US-ID,Hailey,SUN,Idaho,United States of America
Spirit of St Louis Airport,US,US-MO,St Louis,SUS,Missouri,United States of America
Travis Air Force Base,US,US-CA,Fairfield,SUU,California,United States of America
Sioux Gateway Airport/Brigadier General Bud Day Field,US,US-IA,Sioux City,SUX,Iowa,United States of America
Hunter Army Air Field,US,US-GA,Savannah,SVN,Georgia,United States of America
New York Stewart International Airport,US,US-NY,Newburgh,SWF,New York,United States of America
Stillwater Regional Airport,US,US-OK,Stillwater,SWO,Oklahoma,United States of America
Syracuse Hancock International Airport,US,US-NY,Syracuse,SYR,New York,United States of America
Whiteman Air Force Base,US,US-MO,Knob Noster,SZL,Missouri,United States of America
Waynesville-St. Robert Regional Forney field,US,US-MO,Fort Leonard Wood,TBN,Missouri,United States of America
Tucumcari Municipal Airport,US,US-NM,Tucumcari,TCC,New Mexico,United States of America
Tuscaloosa Regional Airport,US,US-AL,Tuscaloosa,TCL,Alabama,United States of America
McChord Air Force Base,US,US-WA,Tacoma,TCM,Washington,United States of America
Truth Or Consequences Municipal Airport,US,US-NM,Truth Or Consequences,TCS,New Mexico,United States of America
Teterboro Airport,US,US-NJ,Teterboro,TEB,New Jersey,United States of America
Tinker Air Force Base,US,US-OK,Oklahoma City,TIK,Oklahoma,United States of America
Tacoma Narrows Airport,US,US-WA,Tacoma,TIW,Washington,United States of America
Space Coast Regional Airport,US,US-FL,Titusville,TIX,Florida,United States of America
Tallahassee Regional Airport,US,US-FL,Tallahassee,TLH,Florida,United States of America
Miami Executive Airport,US,US-FL,Miami,TMB,Florida,United States of America
Troy Municipal Airport at N Kenneth Campbell Field,US,US-AL,Troy,TOI,Alabama,United States of America
Toledo Express Airport,US,US-OH,Toledo,TOL,Ohio,United States of America
Philip Billard Municipal Airport,US,US-KS,Topeka,TOP,Kansas,United States of America
Tampa International Airport,US,US-FL,Tampa,TPA,Florida,United States of America
Tonopah Airport,US,US-NV,Tonopah,TPH,Nevada,United States of America
Draughon Miller Central Texas Regional Airport,US,US-TX,Temple,TPL,Texas,United States of America
Tri-Cities Regional TN/VA Airport,US,US-TN,Bristol/Johnson/Kingsport,TRI,Tennessee,United States of America
Truckee Tahoe Airport,US,US-CA,Truckee,TKF,California,United States of America
